title;price;place;date 
Страх и отвращение в Лас-Вегасе;1843;online;12.2.2006
Хроники Нарнии;1802;offline;23.8.2023
Дракула;2751;online;22.3.2003
Исчезнувшая;4382;offline;13.9.2014
Слепота;820;online;25.1.2021
Твин Пикс: Воспоминания специального агента ФБР Дейла Купера;4363;online;26.6.2015
Твин Пикс: Воспоминания специального агента ФБР Дейла Купера;876;offline;7.3.2000
Скотный двор;4562;online;3.8.2000
Портрет Дориана Грея;2551;online;20.6.2016
Аутсайдеры;2732;online;10.6.2020
Женщина в песках;1166;online;15.8.2009
Божество реки;3556;online;26.5.2002
Трудно быть богом;1206;offline;27.5.2022
1984;1300;offline;15.9.2008
Портрет Дориана Грея;2282;offline;18.6.2008
Убить пересмешника;3124;offline;15.9.2005
Скотный двор;526;online;15.2.2004
20 000 лье под водой;3241;offline;17.12.2005
Звездная пыль;4173;online;17.2.2018
Ватек;4881;online;15.7.2002
Идиот;1297;online;10.12.2015
Преступление и наказание;1999;online;9.3.2007
Лев, колдунья и платяной шкаф;1341;online;25.9.2005
Дракула;4193;offline;13.1.2002
Волхв;3916;offline;1.6.2004
О дивный новый мир;2669;online;21.2.2007
Твин Пикс: Воспоминания специального агента ФБР Дейла Купера;3892;online;6.7.2005
Идиот;1294;online;4.11.2013
Гордость и предубеждение;3169;offline;25.3.2011
Великий Гэтсби;4021;offline;16.3.2002
Старик и море;2008;online;21.8.2021
20 000 лье под водой;980;offline;19.2.2003
Страх и отвращение в Лас-Вегасе;2303;online;8.8.2017
Страх и отвращение в Лас-Вегасе;873;online;25.2.2011
Звездная пыль;1585;online;4.2.2022
Свет в лесу;2807;offline;8.8.2011
Неукротимый;4189;online;19.4.2012
Твин Пикс: Воспоминания специального агента ФБР Дейла Купера;1264;online;18.5.2004
В дороге;3858;online;26.7.2018
Сквозь время;2785;online;11.3.2021
Сто лет одиночества;4417;offline;2.7.2007
Слепота;1031;online;15.12.2016
Волхв;4574;online;14.10.2017
Лев, колдунья и платяной шкаф;1142;online;15.11.2002
20 000 лье под водой;3984;online;25.1.2018
Аутсайдеры;1351;online;7.8.2019
Дюна;2979;online;6.8.2000
Трудно быть богом;4496;offline;26.5.2023
Три товарища;3284;offline;8.6.2020
Дракула;3583;online;24.2.2021
По направлению к сваолу;4616;online;23.2.2013
О дивный новый мир;2621;online;14.4.2020
Возвращение в Брайдсхед;3666;offline;11.2.2020
Кандида;1356;online;8.12.2011
Портрет Дориана Грея;1226;online;3.12.2019
Дюна;2893;online;19.5.2009
Исчезнувшая;3976;offline;1.11.2012
Бойня номер пять, или Крестовый поход детей;2637;online;4.8.2013
Лев, колдунья и платяной шкаф;1104;offline;27.3.2020
Три товарища;1636;online;14.11.2017
Исчезнувшая;1977;online;28.6.2005
О дивный новый мир;4613;offline;27.3.2014
Сквозь время;1683;online;15.6.2008
Дюна;566;online;27.8.2010
Лев, колдунья и платяной шкаф;773;offline;15.9.2010
20 000 лье под водой;2910;online;12.12.2015
Кандида;812;offline;24.12.2018
1984;535;online;24.3.2008
Дракула;4725;online;27.8.2013
О дивный новый мир;1783;offline;11.4.2002
Двенадцать стульев;901;online;8.7.2014
Три товарища;2662;online;7.9.2021
Три товарища;1468;online;13.1.2001
Гроздья гнева;1657;online;6.12.2000
Лев, колдунья и платяной шкаф;2258;offline;8.6.2004
Неукротимый;2255;online;7.2.2006
Дюна;3582;offline;19.7.2018
Сквозь время;2483;offline;4.1.2003
Три товарища;4790;offline;10.5.2018
О дивный новый мир;3709;online;15.12.2000
Исчезнувшая;4436;offline;9.8.2016
Слепота;3663;online;13.1.2020
20 000 лье под водой;1229;offline;2.9.2008
Звездная пыль;2609;online;3.1.2019
Бегущий по лезвию;4948;online;3.5.2007
Лев, колдунья и платяной шкаф;1712;online;12.12.2021
Повелитель мух;2063;online;16.1.2003
Лев, колдунья и платяной шкаф;1406;online;24.11.2013
Страх и отвращение в Лас-Вегасе;760;online;22.2.2011
В дороге;2451;offline;19.2.2021
О дивный новый мир;4196;offline;15.10.2002
451 градус по Фаренгейту;2196;offline;23.1.2011
1984;4615;online;24.11.2007
Исчезнувшая;1728;offline;10.1.2002
Волхв;2684;online;10.2.2001
Недовольство культурой;1533;offline;25.6.2017
Исчезнувшая;4379;online;9.12.2000
Твин Пикс: Воспоминания специального агента ФБР Дейла Купера;2599;online;2.8.2006
Божество реки;2537;offline;4.9.2023
Три товарища;4788;online;8.11.2007
Звездная пыль;3573;online;18.10.2023
Портрет Дориана Грея;3966;offline;10.6.2003
Возвращение в Брайдсхед;3007;offline;27.2.2011
Неукротимый;4287;online;3.1.2005
Гроздья гнева;4424;online;10.8.2001
Неукротимый;1992;online;12.2.2015
Портрет Дориана Грея;985;offline;14.10.2002
По направлению к сваолу;2334;offline;7.11.2012
Процесс;3681;offline;17.1.2005
Заводной апельсин;2220;online;3.5.2018
1984;4744;online;24.2.2000
Неукротимый;803;online;17.5.2005
Дракула;2193;online;1.7.2010
Лев, колдунья и платяной шкаф;2177;offline;27.5.2014
Старик и море;3314;online;8.12.2012
Кандида;873;offline;14.5.2016
Бойня номер пять, или Крестовый поход детей;3179;offline;6.9.2021
Сто лет одиночества;3112;offline;25.9.2008
Волхв;3709;online;19.11.2020
Твин Пикс: Воспоминания специального агента ФБР Дейла Купера;4365;offline;15.5.2013
Гордость и предубеждение;1869;online;2.8.2023
Бойня номер пять, или Крестовый поход детей;4210;online;15.5.2011
Котлован;545;online;20.5.2023
1984;2020;offline;8.12.2001
Старик и море;4287;online;18.6.2015
Дракула;3096;offline;1.7.2000
Гордость и предубеждение;4360;offline;2.4.2023
О дивный новый мир;2056;offline;17.6.2016
Неукротимый;4692;online;28.8.2017
Исчезнувшая;4434;offline;13.12.2005
Дракула;1069;offline;25.10.2013
Процесс;3189;online;27.3.2005
Исчезнувшая;2480;offline;22.12.2009
Портрет Дориана Грея;3159;offline;23.1.2014
Идиот;3796;online;27.10.2009
Преступление и наказание;688;offline;17.6.2006
По направлению к сваолу;2283;online;1.10.2015
Котлован;4580;online;22.8.2002
Гордость и предубеждение;1790;offline;11.6.2006
Слепота;3302;online;1.1.2020
Бойня номер пять, или Крестовый поход детей;2823;offline;24.5.2003
Дракула;4325;offline;27.5.2000
Скотный двор;2580;offline;10.11.2006
Повелитель мух;607;online;15.3.2019
20 000 лье под водой;1237;online;27.2.2011
Котлован;4877;offline;10.5.2022
Идиот;2755;online;13.2.2009
Лев, колдунья и платяной шкаф;4987;offline;7.5.2012
Лев, колдунья и платяной шкаф;1412;online;18.7.2013
О дивный новый мир;3795;online;6.2.2005
Бегущий по лезвию;1752;online;14.2.2007
Портрет Дориана Грея;3159;offline;13.11.2012
Прощай, оружие;1730;online;27.4.2010
По направлению к сваолу;4465;online;27.9.2006
Ночная стража;4072;online;19.8.2013
Божество реки;2075;online;26.8.2000
Дюна;4365;offline;26.5.2015
Дюна;1443;offline;18.4.2002
В дороге;2006;online;22.4.2019
Три товарища;3180;offline;13.5.2021
Три товарища;4228;online;25.2.2009
